BGC0000153	NRP;Polyketide
BGC0000760	Saccharide
BGC0000511	RiPP
BGC0000133	Polyketide
BGC0001477	NRP;Polyketide
BGC0001290	NRP
BGC0000646	Terpene
BGC0001331	NRP;Polyketide
BGC0001812	Polyketide
BGC0001771	NRP
BGC0000519	RiPP
BGC0000979	NRP;Polyketide
BGC0000991	NRP;Polyketide
BGC0000964	NRP;Polyketide
BGC0001920	RiPP
BGC0000483	RiPP
BGC0000394	NRP
BGC0001402	NRP
BGC0001317	Terpene
BGC0001823	NRP;Polyketide
BGC0001154	Other
BGC0000731	Saccharide
BGC0000807	Saccharide
BGC0000085	Polyketide
BGC0000737	Saccharide
BGC0000892	Other
BGC0000476	RiPP
BGC0001927	Other
BGC0001376	Polyketide
BGC0001325	Alkaloid
BGC0000195	Polyketide
BGC0001883	Other
BGC0000520	RiPP
BGC0001664	Terpene
BGC0000312	NRP
BGC0000790	Saccharide
BGC0000281	Polyketide
BGC0000769	Saccharide
BGC0001777	Terpene
BGC0001619	Polyketide
BGC0001544	NRP;Polyketide
BGC0000995	NRP;Polyketide
BGC0001859	Other
BGC0000544	RiPP
BGC0000886	Other
BGC0000116	Polyketide
BGC0001623	NRP;Polyketide
BGC0000055	Polyketide;Saccharide
BGC0001084	NRP;Terpene;Alkaloid
BGC0000152	Polyketide
BGC0000752	Saccharide
BGC0000181	Polyketide
BGC0001660	RiPP
BGC0001955	Other
BGC0000904	Other
BGC0001433	Polyketide
BGC0001100	NRP;Polyketide
BGC0000613	RiPP
BGC0001369	Polyketide
BGC0000353	NRP
BGC0000999	NRP;Polyketide
BGC0001915	Terpene
BGC0001896	Other
BGC0001666	Polyketide
BGC0000091	Polyketide
BGC0001966	NRP
BGC0001980	NRP
BGC0000487	RiPP
BGC0001019	NRP;Polyketide
BGC0001248	Terpene
BGC0001870	Other
BGC0001533	Polyketide
BGC0001218	NRP;Polyketide
BGC0001219	Polyketide
BGC0000272	Polyketide
BGC0001061	Polyketide;Saccharide
BGC0001209	RiPP
BGC0001602	RiPP
BGC0001238	Other
BGC0000260	Polyketide
BGC0001012	NRP;Polyketide
BGC0000920	Other
BGC0000372	NRP
BGC0001769	Polyketide
BGC0001304	Polyketide
BGC0000058	Polyketide
BGC0000294	NRP
BGC0000120	Polyketide
BGC0000848	Other
BGC0000796	Saccharide
BGC0001338	Polyketide
BGC0001617	Terpene
BGC0000499	RiPP
BGC0000148	Polyketide
BGC0000326	NRP
BGC0001913	Polyketide
BGC0000801	Saccharide
BGC0001805	NRP
BGC0000516	RiPP
BGC0001833	NRP
BGC0000773	Saccharide
BGC0001587	Other
BGC0000989	NRP;Polyketide
BGC0001111	NRP;Polyketide
BGC0001465	Other
BGC0000263	Polyketide
BGC0001808	Other
BGC0000885	Other
BGC0000891	Other
BGC0000897	Other
BGC0000650	Terpene
BGC0000905	Other
BGC0000739	Saccharide
BGC0000950	NRP;Other
BGC0000117	Polyketide
BGC0000468	RiPP
BGC0001444	Other
BGC0001545	NRP
BGC0002032	Polyketide
BGC0001407	RiPP
BGC0001895	Polyketide
BGC0001426	NRP;Polyketide
BGC0000806	Saccharide
BGC0000404	NRP
BGC0001456	Terpene
BGC0002002	NRP
BGC0000701	Saccharide
BGC0001535	Other
BGC0000917	Other
BGC0001990	Other
BGC0000772	Saccharide
BGC0000654	Terpene;Saccharide
BGC0001125	NRP;Polyketide
BGC0000304	NRP
BGC0000564	RiPP
BGC0001557	Polyketide
BGC0000601	RiPP
BGC0000546	RiPP
BGC0001392	RiPP
BGC0001725	Other
BGC0001954	NRP;Polyketide
BGC0001223	Other
BGC0000802	Saccharide
BGC0000903	Other
BGC0000706	Saccharide
BGC0001984	NRP
BGC0000112	Polyketide
BGC0002024	Polyketide
BGC0001356	RiPP
BGC0001217	Other
BGC0001620	Polyketide
BGC0001922	Polyketide
BGC0000062	Polyketide
BGC0000387	NRP
BGC0000677	Terpene
BGC0001656	Polyketide
BGC0000230	Polyketide
BGC0001811	Terpene
BGC0000599	RiPP
BGC0000686	Terpene
BGC0001443	NRP;Polyketide
BGC0000137	Polyketide
BGC0001216	NRP;Polyketide
BGC0000800	Saccharide
BGC0001671	NRP
BGC0000780	Saccharide
BGC0000135	Polyketide
BGC0001305	Polyketide
BGC0000607	RiPP
BGC0000102	Polyketide
BGC0001268	NRP;Polyketide
BGC0000288	NRP
BGC0001373	Polyketide
BGC0000473	RiPP
BGC0001621	NRP
BGC0000941	Other
BGC0000039	Polyketide
BGC0000912	Other
BGC0001498	Other
BGC0000846	Other
BGC0001742	Polyketide
BGC0001399	NRP
BGC0001674	RiPP
BGC0001124	Polyketide
BGC0001862	RiPP
BGC0000541	RiPP
BGC0000059	Polyketide
BGC0001018	NRP;Polyketide
BGC0000664	Terpene
BGC0001153	NRP
BGC0001647	Polyketide
BGC0000057	Polyketide
BGC0001400	Polyketide
BGC0000021	Polyketide
BGC0000540	RiPP
BGC0002005	RiPP
BGC0001819	Polyketide
BGC0001205	Polyketide
BGC0001198	Terpene
BGC0000301	NRP
BGC0000900	Other
BGC0001593	NRP
BGC0000594	RiPP
BGC0000845	Other
BGC0000441	NRP
BGC0001249	NRP
BGC0000643	Terpene
BGC0000365	NRP
BGC0000568	RiPP
BGC0000818	NRP
BGC0000522	RiPP
BGC0001778	Other
BGC0000647	Terpene
BGC0001165	NRP;Polyketide
BGC0001083	Polyketide;Terpene
BGC0000454	NRP
BGC0000452	NRP
BGC0000167	Polyketide
BGC0000434	NRP
BGC0000063	Polyketide
BGC0001728	NRP;Polyketide
BGC0001265	Polyketide
BGC0000984	NRP;Polyketide
BGC0000526	RiPP
BGC0001457	NRP
BGC0001364	RiPP
BGC0001301	Polyketide
BGC0000648	Terpene
BGC0000072	Polyketide
BGC0000107	Polyketide
BGC0001815	Polyketide
BGC0000345	NRP;Polyketide
BGC0000985	NRP;Polyketide
BGC0001866	Polyketide
BGC0000093	Polyketide
BGC0000035	Polyketide
BGC0001361	Terpene
BGC0001786	RiPP
BGC0000198	Polyketide;Saccharide
BGC0000741	Saccharide
BGC0000795	Saccharide
BGC0001471	RiPP
BGC0001024	NRP;Polyketide
BGC0001921	Other
BGC0000776	Saccharide
BGC0000661	Terpene
BGC0000282	Polyketide
BGC0000220	Polyketide
BGC0001983	Other
BGC0000636	Terpene
BGC0000418	NRP
BGC0001946	NRP;Polyketide
BGC0000765	Saccharide
BGC0000933	Other
BGC0000902	Other
BGC0000944	Other
BGC0000754	Saccharide
BGC0001003	NRP;Polyketide;Saccharide
BGC0000580	RiPP
BGC0000948	Other
BGC0001633	Other
BGC0000812	Alkaloid
BGC0001826	NRP
BGC0001192	NRP
BGC0001055	NRP;Polyketide
BGC0000423	NRP
BGC0000928	Other
BGC0001730	Polyketide
BGC0000439	NRP
BGC0001182	NRP;Polyketide
BGC0000533	RiPP
BGC0000825	Alkaloid
BGC0001636	NRP
BGC0001755	Polyketide
BGC0001207	NRP
BGC0000669	Terpene
BGC0001899	Polyketide
BGC0000014	Polyketide
BGC0001877	Polyketide
BGC0000111	Polyketide
BGC0000136	Polyketide
BGC0000199	Polyketide;Saccharide
BGC0000236	Polyketide
BGC0000453	NRP
BGC0000571	RiPP
BGC0001780	NRP
BGC0001250	NRP
BGC0001538	NRP;Polyketide
BGC0000670	Terpene
BGC0001781	RiPP
BGC0000323	NRP
BGC0001191	Other
BGC0000146	Polyketide
BGC0001148	NRP;RiPP
BGC0001127	NRP
BGC0001825	NRP
BGC0000421	NRP
BGC0001311	RiPP
BGC0000763	Saccharide
BGC0000425	NRP
BGC0001799	Alkaloid
BGC0001387	Other
BGC0001143	Polyketide
BGC0000916	Other
BGC0001136	NRP;Polyketide
BGC0001295	Other
BGC0000187	Polyketide
BGC0000086	Polyketide
BGC0000349	NRP
BGC0000626	RiPP
BGC0001025	NRP;Polyketide
BGC0000624	RiPP
BGC0001605	Terpene
BGC0001339	Polyketide
BGC0000633	Terpene
BGC0000075	Polyketide
BGC0000261	Polyketide
BGC0001801	NRP
BGC0001830	Polyketide
BGC0000954	NRP;Polyketide
BGC0001765	Saccharide
BGC0001146	RiPP
BGC0000123	Polyketide
BGC0000859	Other
BGC0001600	Polyketide
BGC0001684	Other
BGC0001722	Polyketide
BGC0001342	NRP;Polyketide
BGC0000105	Polyketide
BGC0000354	NRP
BGC0001502	NRP
BGC0000444	NRP
BGC0001070	NRP;Polyketide
BGC0001470	Polyketide
BGC0000430	NRP;Polyketide
BGC0000244	Polyketide
BGC0001576	RiPP
BGC0000702	Saccharide
BGC0001828	Polyketide
BGC0001773	Polyketide
BGC0001380	Saccharide
BGC0000727	Saccharide
BGC0000221	Polyketide
BGC0001967	NRP
BGC0000174	Polyketide
BGC0000082	Polyketide
BGC0000267	Polyketide;Saccharide
BGC0001277	Terpene
BGC0000867	Other
BGC0000051	Polyketide
BGC0000557	RiPP
BGC0001663	Polyketide
BGC0000319	NRP
BGC0001924	Terpene
BGC0001951	NRP
BGC0000351	NRP
BGC0001785	Polyketide
BGC0000327	NRP
BGC0001715	NRP
BGC0000962	NRP;Polyketide
BGC0001711	NRP;Polyketide
BGC0000949	NRP
BGC0000164	Polyketide
BGC0000156	Polyketide
BGC0000007	Polyketide
BGC0000413	NRP
BGC0000923	Other
BGC0001128	NRP
BGC0001898	Terpene
BGC0000284	Polyketide
BGC0000759	Saccharide
BGC0001162	Polyketide
BGC0001082	Terpene
BGC0000406	NRP
BGC0002034	Other
BGC0001133	NRP
BGC0000651	Terpene
BGC0000033	Polyketide
BGC0000673	Terpene
BGC0000392	NRP
BGC0001680	Other
BGC0000573	RiPP
BGC0001992	Other
BGC0001739	Other
BGC0001112	NRP;Polyketide
BGC0000271	Polyketide
BGC0000019	Polyketide
BGC0000445	NRP
BGC0000935	Other;Polyketide
BGC0001069	NRP;Polyketide
BGC0001931	Polyketide
BGC0000766	Saccharide
BGC0001824	NRP
BGC0000292	NRP
BGC0000356	NRP;Alkaloid
BGC0000971	NRP;Polyketide
BGC0001506	RiPP
BGC0001707	RiPP
BGC0000816	NRP;Alkaloid
BGC0001258	Polyketide
BGC0000714	Saccharide
BGC0001144	Polyketide
BGC0001406	NRP
BGC0002004	RiPP
BGC0000827	Alkaloid
BGC0001302	Other
BGC0001654	Saccharide
BGC0001102	NRP;Polyketide
BGC0001537	Polyketide
BGC0001748	NRP;Polyketide
BGC0001074	Saccharide;Polyketide
BGC0001372	Terpene
BGC0000186	NRP;Polyketide
BGC0001173	RiPP
BGC0000615	RiPP
BGC0000465	NRP
BGC0000446	NRP
BGC0000620	RiPP
BGC0001454	Other
BGC0000851	Other
BGC0001017	NRP;Polyketide
BGC0001388	RiPP
BGC0000246	Polyketide
BGC0001422	NRP;Polyketide
BGC0001756	Terpene
BGC0000956	NRP;Polyketide
BGC0000241	Polyketide;Saccharide
BGC0001991	Polyketide
BGC0000986	NRP;Polyketide
BGC0001427	NRP;Polyketide
BGC0001336	Alkaloid
BGC0000942	Other
BGC0001386	Polyketide
BGC0001764	NRP
BGC0001759	Polyketide
BGC0000027	Polyketide
BGC0001467	NRP;Polyketide
BGC0000344	NRP
BGC0000614	RiPP
BGC0001816	NRP;Polyketide
BGC0000449	NRP
BGC0001418	NRP;Polyketide
BGC0000563	RiPP
BGC0000787	Saccharide
BGC0000022	Polyketide
BGC0000104	Polyketide;Terpene
BGC0001555	RiPP
BGC0000743	Saccharide
BGC0001568	Polyketide
BGC0000037	Polyketide
BGC0001105	NRP;Polyketide
BGC0000871	Other
BGC0001117	NRP
BGC0000656	Terpene
BGC0001228	NRP
BGC0001887	RiPP
BGC0000595	RiPP
BGC0001063	NRP;Polyketide
BGC0000552	RiPP
BGC0000879	Other
BGC0001421	NRP;Polyketide
BGC0001341	NRP
BGC0000826	Alkaloid
BGC0001254	Polyketide
BGC0000724	Saccharide
BGC0001374	Other
BGC0000777	Saccharide
BGC0001429	NRP;Polyketide
BGC0000364	NRP
BGC0001733	RiPP
BGC0000922	Other
BGC0001511	Polyketide
BGC0000486	RiPP
BGC0000359	NRP
BGC0000936	Other
BGC0001337	Alkaloid
BGC0000786	Saccharide
BGC0000811	Alkaloid
BGC0000289	NRP;Saccharide
BGC0001095	NRP
BGC0000852	Other
BGC0000074	Polyketide
BGC0001031	NRP;Polyketide
BGC0001281	Polyketide
BGC0001525	Other
BGC0001423	NRP;Polyketide
BGC0001776	Terpene
BGC0001547	Terpene
BGC0000237	Polyketide
BGC0000451	NRP
BGC0001164	Polyketide
BGC0000469	RiPP
BGC0001015	NRP;Polyketide
BGC0001152	NRP;Polyketide
BGC0000704	Saccharide
BGC0000101	Polyketide
BGC0001655	RiPP
BGC0001062	Polyketide
BGC0000488	RiPP
BGC0000983	NRP;Polyketide
BGC0001328	NRP;Polyketide
BGC0000959	NRP;Polyketide
BGC0001473	RiPP
BGC0000683	Terpene
BGC0001751	NRP;Polyketide
BGC0000603	RiPP
BGC0001932	Polyketide
BGC0000653	Terpene
BGC0000269	Polyketide;Saccharide
BGC0002013	RiPP
BGC0001638	RiPP
BGC0001113	NRP;Polyketide
BGC0001098	NRP;Polyketide
BGC0001894	Saccharide
BGC0002030	Polyketide
BGC0001329	NRP;Polyketide
BGC0001041	NRP;Polyketide
BGC0000114	Polyketide
BGC0000586	RiPP
BGC0001120	NRP;Polyketide
BGC0001264	Polyketide
BGC0001787	RiPP
BGC0001836	Polyketide
BGC0001630	NRP;Polyketide
BGC0000628	RiPP
BGC0001273	Polyketide
BGC0001016	NRP;Polyketide
BGC0000256	Polyketide
BGC0000224	Polyketide
BGC0001648	Polyketide
BGC0001541	Polyketide
BGC0000957	NRP;Polyketide
BGC0000972	NRP;Polyketide
BGC0000590	RiPP
BGC0000391	NRP
BGC0001213	Polyketide
BGC0001085	NRP;Terpene
BGC0001057	NRP;Polyketide
BGC0001822	NRP
BGC0001668	NRP
BGC0000682	Terpene
BGC0000821	Other
BGC0000419	NRP;Saccharide
BGC0000262	Polyketide;Saccharide
BGC0001993	NRP
BGC0001531	Other
BGC0000103	Polyketide
BGC0001997	Terpene
BGC0001267	Terpene
BGC0000275	Polyketide
BGC0000367	NRP
BGC0001929	RiPP
BGC0000215	Polyketide
BGC0001842	NRP
BGC0001713	Other
BGC0000889	Other
BGC0000789	Saccharide
BGC0000960	NRP;Polyketide
BGC0000480	RiPP
BGC0001806	NRP
BGC0001242	Polyketide
BGC0000745	Saccharide
BGC0000955	NRP;Polyketide
BGC0000457	NRP
BGC0000253	Polyketide
BGC0000874	Other
BGC0001590	Polyketide
BGC0001028	NRP;Polyketide
BGC0000277	Polyketide
BGC0001642	Terpene
BGC0000733	Saccharide
BGC0001688	Other
BGC0001394	NRP;Polyketide
BGC0001957	Polyketide
BGC0001381	Polyketide
BGC0000375	NRP
BGC0000946	Other
BGC0001318	Other
BGC0001948	Other
BGC0000906	Other
BGC0001468	Other
BGC0001299	Polyketide
BGC0000305	NRP
BGC0001350	Polyketide
BGC0000521	RiPP
BGC0000755	Saccharide
BGC0000393	NRP;Polyketide
BGC0001431	NRP;Polyketide
BGC0001972	Other
BGC0001204	Polyketide
BGC0001474	RiPP
BGC0001907	Polyketide
BGC0001089	Polyketide;NRP
BGC0000699	Saccharide
BGC0001193	NRP
BGC0001278	Terpene
BGC0000150	NRP;Polyketide
BGC0001504	Polyketide
BGC0001145	RiPP
BGC0000833	Saccharide;Other
BGC0000202	Polyketide
BGC0000829	Alkaloid
BGC0001420	NRP;Polyketide
BGC0000621	RiPP
BGC0001721	NRP
BGC0000210	Polyketide;Saccharide
BGC0000045	Polyketide
BGC0000070	Polyketide
BGC0001262	Polyketide
BGC0000438	NRP
BGC0000485	RiPP
BGC0000809	Alkaloid
BGC0001006	NRP;Polyketide
BGC0001925	Alkaloid
BGC0001370	NRP
BGC0000804	Saccharide
BGC0001186	Polyketide
BGC0001637	NRP
BGC0001761	Polyketide
BGC0001596	Polyketide
BGC0001135	NRP
BGC0001413	NRP
BGC0000242	Polyketide
BGC0001183	Polyketide
BGC0000222	Polyketide
BGC0000306	NRP
BGC0000184	Polyketide
BGC0000298	NRP
BGC0001379	NRP
BGC0001529	Alkaloid
BGC0001507	RiPP
BGC0001881	NRP;Polyketide
BGC0000154	Polyketide
BGC0001416	NRP
BGC0000536	RiPP
BGC0000330	NRP
BGC0000815	Alkaloid
BGC0000644	Terpene
BGC0000805	Saccharide
BGC0001750	NRP;Polyketide
BGC0001079	Polyketide;Terpene
BGC0001612	Alkaloid
BGC0000559	RiPP
BGC0001093	NRP;Polyketide
BGC0000077	Polyketide
BGC0001289	RiPP
BGC0001160	Polyketide
BGC0000467	NRP
BGC0001156	Terpene
BGC0000684	Terpene
BGC0001690	Polyketide
BGC0001195	NRP;Polyketide
BGC0000929	Other
BGC0000166	Polyketide
BGC0002028	Polyketide
BGC0001559	RiPP
BGC0001651	Other
BGC0000549	RiPP
BGC0001212	NRP;Polyketide
BGC0001729	Polyketide;Terpene
BGC0001598	NRP;Polyketide
BGC0001314	Terpene
BGC0001415	NRP
BGC0001772	Polyketide
BGC0000047	Polyketide
BGC0001530	Other
BGC0001631	NRP;Polyketide
BGC0000227	Polyketide
BGC0000143	Polyketide
BGC0001375	Terpene
BGC0001978	NRP;Polyketide
BGC0000189	Polyketide
BGC0001475	Polyketide
BGC0000287	NRP
BGC0001763	NRP;Polyketide
BGC0001343	Polyketide
BGC0000208	Polyketide
BGC0001138	Other
BGC0000427	NRP
BGC0000477	RiPP
BGC0001575	NRP
BGC0001449	NRP;Polyketide;Alkaloid
BGC0002031	Alkaloid
BGC0001161	Polyketide
BGC0000491	RiPP
BGC0001358	Polyketide
BGC0000705	Saccharide
BGC0000693	Saccharide
BGC0001958	Other
BGC0000500	RiPP
BGC0001746	Terpene
BGC0000913	Other
BGC0000691	Saccharide
BGC0000703	Saccharide
BGC0001043	NRP;Polyketide
BGC0001026	NRP;Polyketide
BGC0000417	NRP
BGC0000980	NRP;Polyketide
BGC0001546	Alkaloid
BGC0000317	NRP
BGC0000407	NRP
BGC0001461	NRP
BGC0001723	Polyketide
BGC0000527	RiPP
BGC0000856	Other
BGC0001335	Alkaloid
BGC0001123	NRP
BGC0001214	NRP
BGC0001029	NRP;Polyketide
BGC0000641	Terpene
BGC0001508	Polyketide
BGC0000388	NRP
BGC0001574	NRP
BGC0000412	NRP
BGC0001103	NRP;Polyketide
BGC0001702	NRP;Polyketide
BGC0001677	Polyketide
BGC0000235	Polyketide
BGC0000178	Polyketide
BGC0000612	RiPP
BGC0000943	Other
BGC0001060	Polyketide
BGC0001536	NRP
BGC0000663	Terpene
BGC0002029	Other
BGC0001179	Polyketide
BGC0001698	NRP
BGC0000197	Polyketide;Saccharide
BGC0000113	Polyketide
BGC0001075	Terpene;Polyketide
BGC0000850	Other
BGC0001768	NRP
BGC0001514	Other
BGC0001397	NRP;Polyketide
BGC0001027	NRP;Polyketide
BGC0000470	RiPP
BGC0002035	NRP;Polyketide
BGC0000328	NRP
BGC0000640	Terpene
BGC0000266	Polyketide
BGC0000911	Other
BGC0001694	Polyketide
BGC0001682	Other
BGC0001941	NRP;Polyketide
BGC0002011	Polyketide
BGC0001964	Polyketide
BGC0000747	Saccharide
BGC0000314	NRP;Polyketide;Other
BGC0000134	Polyketide
BGC0000623	RiPP
BGC0001021	NRP;Polyketide
BGC0000458	NRP
BGC0001130	NRP;Polyketide
BGC0001945	NRP
BGC0001736	NRP
BGC0000435	NRP
BGC0000219	Polyketide;Saccharide
BGC0001908	Polyketide
BGC0000925	Other
BGC0000854	Other
BGC0000448	NRP
BGC0001699	Polyketide
BGC0001409	Polyketide
BGC0001658	Polyketide
BGC0001039	NRP;Polyketide
BGC0001657	NRP
BGC0001480	Other
BGC0002012	Polyketide
BGC0001513	Polyketide
BGC0001404	Polyketide
BGC0001864	RiPP
BGC0000052	Polyketide
BGC0001968	NRP
BGC0000131	Polyketide
BGC0002021	Polyketide
BGC0001077	Terpene;Polyketide
BGC0001484	Other
BGC0000283	Other
BGC0000877	Other
BGC0001796	NRP
BGC0000642	Terpene
BGC0001727	RiPP
BGC0001196	NRP
BGC0001393	NRP
BGC0001396	Polyketide
BGC0000296	NRP
BGC0000842	Other
BGC0001285	Other
BGC0000870	Other
BGC0000775	Saccharide
BGC0000585	RiPP
BGC0001672	NRP
BGC0000173	Polyketide
BGC0000709	Saccharide
BGC0000611	RiPP
BGC0001628	NRP
BGC0001885	Polyketide
BGC0000182	Polyketide
BGC0001000	NRP;Polyketide
BGC0001451	NRP
BGC0001560	NRP;Polyketide
BGC0000400	NRP
BGC0000713	Saccharide
BGC0001080	Other
BGC0000926	Other
BGC0000937	Other
BGC0001116	NRP;Polyketide
BGC0001245	Polyketide
BGC0001917	Polyketide
BGC0001979	Polyketide
BGC0001310	Terpene
BGC0001914	Other
BGC0001937	Other
BGC0000550	RiPP
BGC0001481	Terpene
BGC0000575	RiPP
BGC0000140	Polyketide
BGC0001662	Polyketide
BGC0000311	NRP
BGC0000529	RiPP
BGC0001794	Polyketide
BGC0001345	NRP
BGC0000332	NRP
BGC0001137	Alkaloid
BGC0001561	NRP
BGC0000141	Polyketide
BGC0001791	NRP
BGC0001919	NRP;Polyketide
BGC0001782	Other
BGC0001893	Other
BGC0001640	RiPP
BGC0000974	NRP;Polyketide
BGC0000882	Other
BGC0001240	NRP
BGC0000149	Polyketide
BGC0000053	Polyketide
BGC0000290	NRP
BGC0000865	Other
BGC0000482	RiPP
BGC0000505	RiPP
BGC0000674	Terpene
BGC0001679	NRP
BGC0001731	Other
BGC0000300	NRP
BGC0001244	Polyketide
BGC0000756	Saccharide
BGC0001327	NRP;Polyketide
BGC0000009	Polyketide
BGC0001564	NRP;Polyketide
BGC0001313	Terpene
BGC0002014	NRP;Polyketide
BGC0001565	NRP
BGC0001384	Polyketide
BGC0000018	Polyketide
BGC0001549	RiPP
BGC0001556	NRP;Polyketide
BGC0000567	RiPP
BGC0000819	NRP;Alkaloid
BGC0000708	Saccharide
BGC0001189	NRP
BGC0001321	Terpene
BGC0001284	Terpene
BGC0001712	Other
BGC0000688	Terpene
BGC0001775	Terpene
BGC0000813	Alkaloid
BGC0000161	Polyketide
BGC0000209	Polyketide
BGC0001611	NRP;Polyketide
BGC0000576	RiPP
BGC0001783	Other
BGC0000361	NRP
BGC0000415	NRP
BGC0000362	NRP
BGC0000767	Saccharide
BGC0000523	RiPP
BGC0000720	Saccharide
BGC0001970	NRP;Polyketide
BGC0000163	Polyketide
BGC0000915	Other
BGC0001108	Polyketide
BGC0001989	Other
BGC0001002	NRP;Polyketide
BGC0000700	Saccharide
BGC0000495	RiPP
BGC0001458	Other
BGC0000537	RiPP
BGC0000054	Polyketide
BGC0001591	Other
BGC0000024	Polyketide
BGC0001709	Polyketide
BGC0001286	Other
BGC0000223	Polyketide
BGC0001625	Polyketide
BGC0001904	Polyketide
BGC0001455	NRP;Polyketide
BGC0001512	Polyketide
BGC0001010	NRP;Polyketide
BGC0000532	RiPP
BGC0001058	NRP;Polyketide;Saccharide
BGC0001059	NRP;Polyketide
BGC0000778	Saccharide
BGC0001649	Polyketide
BGC0001900	NRP
BGC0001211	NRP
BGC0001962	Polyketide
BGC0000191	Polyketide
BGC0001246	Polyketide
BGC0000639	Terpene
BGC0001140	Terpene
BGC0000145	Polyketide
BGC0000558	RiPP
BGC0001852	Polyketide;Saccharide
BGC0001608	NRP
BGC0000782	Saccharide
BGC0001800	NRP;Polyketide
BGC0001368	NRP
BGC0002027	RiPP
BGC0000232	Polyketide
BGC0000502	RiPP
BGC0000207	Polyketide
BGC0001944	Polyketide
BGC0001257	Polyketide
BGC0000898	Saccharide
BGC0001522	Polyketide
BGC0000466	NRP
BGC0001809	Other
BGC0000543	RiPP
BGC0001618	RiPP
BGC0001551	RiPP
BGC0000608	RiPP
BGC0001976	Terpene
BGC0000440	NRP
BGC0000667	Terpene
BGC0001804	Polyketide
BGC0001579	RiPP
BGC0001814	NRP
BGC0001292	Other
BGC0001701	RiPP
BGC0000234	Polyketide
BGC0001096	NRP;Polyketide
BGC0001548	RiPP
BGC0001203	NRP;Polyketide
BGC0000299	NRP
BGC0000247	Polyketide;Saccharide
BGC0000303	NRP
BGC0001861	RiPP
BGC0000376	NRP
BGC0001441	Other
BGC0000447	NRP
BGC0001090	NRP;Polyketide
BGC0000910	Other
BGC0000542	RiPP
BGC0000744	Saccharide
BGC0000919	Other
BGC0002016	Polyketide
BGC0001293	Polyketide
BGC0001151	Other
BGC0001839	Terpene
BGC0000921	Other;Polyketide;NRP
BGC0000252	Polyketide
BGC0001586	Saccharide
BGC0000551	RiPP
BGC0001099	NRP;Polyketide
BGC0000366	NRP
BGC0001487	Other
BGC0000013	Polyketide
BGC0000593	RiPP
BGC0001115	NRP;Polyketide
BGC0000554	RiPP
BGC0001745	RiPP
BGC0001478	Other
BGC0000333	NRP
BGC0000041	Polyketide
BGC0001994	Other
BGC0000873	Other
BGC0001231	NRP;Polyketide
BGC0000751	Saccharide
BGC0001365	NRP
BGC0001167	RiPP
BGC0001686	NRP
BGC0001013	NRP;Polyketide
BGC0001563	NRP;Polyketide
